Name,Type of transfer,Total,Accuracy,F1,pcp0,pcp1,pcp2,pcp3,pcp4,pcr0,pcr1,pcr2,pcr3,pcr4,pcf0,pcf1,pcf2,pcf3,pcf4,metadatapath
shhs1_osa_with_channel_eeg_c3_a2_to_shhs1_osa_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_shhs1_osa_eeg_c3_a2_to_shhs1_osa_eeg_c4_a1_condition_sourcemodel_predict_20oftargetdataset_TYPE03,TYPE03,20576,86.42593312597202,79.02272310172741,95.4,46.5,81.7,91.5,84.7,91.9,50.5,90.4,73.5,86.8,93.6,48.4,85.8,81.5,85.7,../metadata/shhs1_osa_with_channel_eeg_c3_a2_to_shhs1_osa_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_shhs1_osa_eeg_c3_a2_to_shhs1_osa_eeg_c4_a1_condition_sourcemodel_predict_20oftargetdataset_TYPE03/TYPE03.npz
shhs1_osa_with_channel_eeg_c3_a2_to_shhs1_osa_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_shhs1_osa_eeg_c4_a1_condition_targetmodel80_predict_20oftargetdataset_TYPE06,TYPE06,20576,87.31045878693622,80.23460004128053,96.9,39.7,86.3,91.6,81.1,90.9,56.8,86.6,83.6,93.3,93.8,46.7,86.5,87.4,86.8,../metadata/shhs1_osa_with_channel_eeg_c3_a2_to_shhs1_osa_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_shhs1_osa_eeg_c4_a1_condition_targetmodel80_predict_20oftargetdataset_TYPE06/TYPE06.npz
shhs1_osa_with_channel_eeg_c3_a2_to_shhs1_osa_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_transfer_shhs1_osa_eeg_c3_a2_to_shhs1_osa_eeg_c4_a1_condition_transfermodelwith80_predict_20oftargetdataset_TYPE09,TYPE09,20576,88.08806376360808,81.31777420597602,97.0,48.2,83.3,89.9,90.9,92.3,54.7,91.2,81.3,85.9,94.6,51.2,87.1,85.4,88.3,../metadata/shhs1_osa_with_channel_eeg_c3_a2_to_shhs1_osa_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_transfer_shhs1_osa_eeg_c3_a2_to_shhs1_osa_eeg_c4_a1_condition_transfermodelwith80_predict_20oftargetdataset_TYPE09/TYPE09.npz
shhs1_osa_with_channel_eeg_c3_a2_to_shhs1_osa_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_shhs1_osa_eeg_c3_a2_to_shhs1_osa_eeg_c4_a1_condition_sourcemodel_predict_20oftargetdataset_TYPE03,TYPE03,20576,86.42593312597202,79.02272310172741,95.4,46.5,81.7,91.5,84.7,91.9,50.5,90.4,73.5,86.8,93.6,48.4,85.8,81.5,85.7,../metadata/shhs1_osa_with_channel_eeg_c3_a2_to_shhs1_osa_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_shhs1_osa_eeg_c3_a2_to_shhs1_osa_eeg_c4_a1_condition_sourcemodel_predict_20oftargetdataset_TYPE03/TYPE03.npz
shhs1_osa_with_channel_eeg_c3_a2_to_shhs1_osa_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_shhs1_osa_eeg_c4_a1_condition_targetmodel80_predict_20oftargetdataset_TYPE06,TYPE06,20576,87.31045878693622,80.23460004128053,96.9,39.7,86.3,91.6,81.1,90.9,56.8,86.6,83.6,93.3,93.8,46.7,86.5,87.4,86.8,../metadata/shhs1_osa_with_channel_eeg_c3_a2_to_shhs1_osa_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_shhs1_osa_eeg_c4_a1_condition_targetmodel80_predict_20oftargetdataset_TYPE06/TYPE06.npz
shhs1_osa_with_channel_eeg_c3_a2_to_shhs1_osa_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_transfer_shhs1_osa_eeg_c3_a2_to_shhs1_osa_eeg_c4_a1_condition_transfermodelwith80_predict_20oftargetdataset_TYPE09,TYPE09,20576,87.65066096423017,80.47277502785022,97.3,43.3,83.2,91.5,88.7,91.6,55.4,91.1,82.1,83.2,94.3,48.6,87.0,86.6,85.9,../metadata/shhs1_osa_with_channel_eeg_c3_a2_to_shhs1_osa_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_transfer_shhs1_osa_eeg_c3_a2_to_shhs1_osa_eeg_c4_a1_condition_transfermodelwith80_predict_20oftargetdataset_TYPE09/TYPE09.npz
shhs1_osa_with_channel_eeg_c3_a2_to_shhs1_osa_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_shhs1_osa_eeg_c3_a2_to_shhs1_osa_eeg_c4_a1_condition_sourcemodel_predict_20oftargetdataset_TYPE03,TYPE03,20576,86.42593312597202,79.02272310172741,95.4,46.5,81.7,91.5,84.7,91.9,50.5,90.4,73.5,86.8,93.6,48.4,85.8,81.5,85.7,../metadata/shhs1_osa_with_channel_eeg_c3_a2_to_shhs1_osa_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_shhs1_osa_eeg_c3_a2_to_shhs1_osa_eeg_c4_a1_condition_sourcemodel_predict_20oftargetdataset_TYPE03/TYPE03.npz
shhs1_osa_with_channel_eeg_c3_a2_to_shhs1_osa_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_shhs1_osa_eeg_c4_a1_condition_targetmodel80_predict_20oftargetdataset_TYPE06,TYPE06,20576,87.31045878693622,80.23460004128053,96.9,39.7,86.3,91.6,81.1,90.9,56.8,86.6,83.6,93.3,93.8,46.7,86.5,87.4,86.8,../metadata/shhs1_osa_with_channel_eeg_c3_a2_to_shhs1_osa_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_shhs1_osa_eeg_c4_a1_condition_targetmodel80_predict_20oftargetdataset_TYPE06/TYPE06.npz
shhs1_osa_with_channel_eeg_c3_a2_to_shhs1_osa_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_transfer_shhs1_osa_eeg_c3_a2_to_shhs1_osa_eeg_c4_a1_condition_transfermodelwith80_predict_20oftargetdataset_TYPE09,TYPE09,20576,87.45139968895798,80.39314976720122,98.1,43.7,83.6,91.0,84.2,90.1,55.1,90.5,81.8,88.4,93.9,48.7,86.9,86.1,86.2,../metadata/shhs1_osa_with_channel_eeg_c3_a2_to_shhs1_osa_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_transfer_shhs1_osa_eeg_c3_a2_to_shhs1_osa_eeg_c4_a1_condition_transfermodelwith80_predict_20oftargetdataset_TYPE09/TYPE09.npz
shhs1_osa_with_channel_eeg_c4_a1_to_shhs1_normal_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_shhs1_osa_eeg_c4_a1_to_shhs1_normal_eeg_c4_a1_condition_sourcemodel_predict_20oftargetdataset_TYPE03,TYPE03,20676,86.62217063261753,79.05376503427213,93.6,47.5,83.2,92.9,84.9,89.9,41.7,90.4,80.7,87.5,91.7,44.4,86.6,86.4,86.2,../metadata/shhs1_osa_with_channel_eeg_c4_a1_to_shhs1_normal_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_shhs1_osa_eeg_c4_a1_to_shhs1_normal_eeg_c4_a1_condition_sourcemodel_predict_20oftargetdataset_TYPE03/TYPE03.npz
