Name,Type of transfer,Total,Accuracy,F1,pcp0,pcp1,pcp2,pcp3,pcp4,pcr0,pcr1,pcr2,pcr3,pcr4,pcf0,pcf1,pcf2,pcf3,pcf4,metadatapath
mass_ss1_with_channel_eeg_o2_to_shhs1_normal_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_mass_ss1_eeg_o2_to_shhs1_normal_eeg_c4_a1_condition_sourcemodel_predict_20oftargetdataset_TYPE03,TYPE03,20676,70.10059972915458,62.854982727678355,78.0,17.4,77.1,71.0,82.7,80.3,58.3,68.1,80.3,47.9,79.1,26.8,72.3,75.4,60.7,../metadata/mass_ss1_with_channel_eeg_o2_to_shhs1_normal_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_mass_ss1_eeg_o2_to_shhs1_normal_eeg_c4_a1_condition_sourcemodel_predict_20oftargetdataset_TYPE03/TYPE03.npz
mass_ss1_with_channel_eeg_o2_to_shhs1_normal_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_shhs1_normal_eeg_c4_a1_condition_targetmodel80_predict_20oftargetdataset_TYPE06,TYPE06,20676,86.24008512284773,78.85687905371924,95.4,45.7,80.8,92.0,88.2,88.0,42.7,91.7,80.2,85.8,91.6,44.2,85.9,85.7,87.0,../metadata/mass_ss1_with_channel_eeg_o2_to_shhs1_normal_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_shhs1_normal_eeg_c4_a1_condition_targetmodel80_predict_20oftargetdataset_TYPE06/TYPE06.npz
mass_ss1_with_channel_eeg_o2_to_shhs1_normal_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_transfer_mass_ss1_eeg_o2_to_shhs1_normal_eeg_c4_a1_condition_transfermodelwith80_predict_20oftargetdataset_TYPE09,TYPE09,20676,86.757593344941,79.45676081610475,93.5,51.6,83.7,84.6,91.7,91.6,43.6,89.9,88.4,78.0,92.5,47.3,86.7,86.5,84.3,../metadata/mass_ss1_with_channel_eeg_o2_to_shhs1_normal_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_transfer_mass_ss1_eeg_o2_to_shhs1_normal_eeg_c4_a1_condition_transfermodelwith80_predict_20oftargetdataset_TYPE09/TYPE09.npz
mass_ss1_with_channel_eeg_o2_to_shhs1_osa_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_mass_ss1_eeg_o2_to_shhs1_osa_eeg_c4_a1_condition_sourcemodel_predict_20oftargetdataset_TYPE03,TYPE03,20576,66.96150855365475,60.48818966375201,76.5,17.3,68.0,81.8,70.8,79.0,54.9,60.9,66.0,53.8,77.8,26.3,64.3,73.0,61.1,../metadata/mass_ss1_with_channel_eeg_o2_to_shhs1_osa_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_mass_ss1_eeg_o2_to_shhs1_osa_eeg_c4_a1_condition_sourcemodel_predict_20oftargetdataset_TYPE03/TYPE03.npz
mass_ss1_with_channel_eeg_o2_to_shhs1_osa_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_shhs1_osa_eeg_c4_a1_condition_targetmodel80_predict_20oftargetdataset_TYPE06,TYPE06,20576,87.55832037325037,80.3658731290917,97.6,45.0,82.5,92.2,86.4,90.4,50.2,91.2,79.5,90.8,93.8,47.4,86.7,85.4,88.5,../metadata/mass_ss1_with_channel_eeg_o2_to_shhs1_osa_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_shhs1_osa_eeg_c4_a1_condition_targetmodel80_predict_20oftargetdataset_TYPE06/TYPE06.npz
mass_ss1_with_channel_eeg_o2_to_shhs1_osa_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_transfer_mass_ss1_eeg_o2_to_shhs1_osa_eeg_c4_a1_condition_transfermodelwith80_predict_20oftargetdataset_TYPE09,TYPE09,20576,88.21442457231726,80.97424179622911,97.6,43.2,85.4,88.8,87.7,91.7,52.8,89.3,86.8,87.8,94.5,47.5,87.3,87.8,87.7,../metadata/mass_ss1_with_channel_eeg_o2_to_shhs1_osa_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_transfer_mass_ss1_eeg_o2_to_shhs1_osa_eeg_c4_a1_condition_transfermodelwith80_predict_20oftargetdataset_TYPE09/TYPE09.npz
mass_ss1_with_channel_eeg_pz_to_shhs1_normal_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_mass_ss1_eeg_pz_to_shhs1_normal_eeg_c4_a1_condition_sourcemodel_predict_20oftargetdataset_TYPE03,TYPE03,20676,66.87947378603211,59.825259499154434,65.7,22.7,66.8,93.8,89.2,81.0,54.7,73.6,40.0,55.5,72.6,32.1,70.0,56.1,68.5,../metadata/mass_ss1_with_channel_eeg_pz_to_shhs1_normal_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_mass_ss1_eeg_pz_to_shhs1_normal_eeg_c4_a1_condition_sourcemodel_predict_20oftargetdataset_TYPE03/TYPE03.npz
mass_ss1_with_channel_eeg_pz_to_shhs1_normal_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_shhs1_normal_eeg_c4_a1_condition_targetmodel80_predict_20oftargetdataset_TYPE06,TYPE06,20676,86.40452698781195,79.30137263618715,95.4,50.0,81.4,89.4,88.1,91.3,45.9,90.9,81.0,81.0,93.3,47.9,85.9,85.0,84.4,../metadata/mass_ss1_with_channel_eeg_pz_to_shhs1_normal_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_shhs1_normal_eeg_c4_a1_condition_targetmodel80_predict_20oftargetdataset_TYPE06/TYPE06.npz
mass_ss1_with_channel_eeg_pz_to_shhs1_normal_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_transfer_mass_ss1_eeg_pz_to_shhs1_normal_eeg_c4_a1_condition_transfermodelwith80_predict_20oftargetdataset_TYPE09,TYPE09,20676,87.07680402398917,80.4830274165646,94.5,50.2,83.4,92.7,86.5,92.1,52.5,90.9,78.1,85.7,93.3,51.3,87.0,84.8,86.1,../metadata/mass_ss1_with_channel_eeg_pz_to_shhs1_normal_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_transfer_mass_ss1_eeg_pz_to_shhs1_normal_eeg_c4_a1_condition_transfermodelwith80_predict_20oftargetdataset_TYPE09/TYPE09.npz
mass_ss1_with_channel_eeg_pz_to_shhs1_osa_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_mass_ss1_eeg_pz_to_shhs1_osa_eeg_c4_a1_condition_sourcemodel_predict_20oftargetdataset_TYPE03,TYPE03,20576,63.447706065318826,57.286137893863184,65.4,17.0,67.4,94.2,86.2,77.6,58.2,61.6,51.5,43.9,71.0,26.3,64.4,66.5,58.2,../metadata/mass_ss1_with_channel_eeg_pz_to_shhs1_osa_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_mass_ss1_eeg_pz_to_shhs1_osa_eeg_c4_a1_condition_sourcemodel_predict_20oftargetdataset_TYPE03/TYPE03.npz
mass_ss1_with_channel_eeg_pz_to_shhs1_osa_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_shhs1_osa_eeg_c4_a1_condition_targetmodel80_predict_20oftargetdataset_TYPE06,TYPE06,20576,87.88880248833594,80.54278705139512,95.4,44.4,84.2,93.9,87.2,93.5,51.6,89.9,78.9,88.4,94.4,47.8,87.0,85.8,87.8,../metadata/mass_ss1_with_channel_eeg_pz_to_shhs1_osa_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_shhs1_osa_eeg_c4_a1_condition_targetmodel80_predict_20oftargetdataset_TYPE06/TYPE06.npz
mass_ss1_with_channel_eeg_pz_to_shhs1_osa_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_transfer_mass_ss1_eeg_pz_to_shhs1_osa_eeg_c4_a1_condition_transfermodelwith80_predict_20oftargetdataset_TYPE09,TYPE09,20576,87.76244167962675,80.44586625490254,97.7,46.4,82.5,93.3,85.5,91.2,50.2,91.8,79.6,88.2,94.4,48.2,86.9,85.9,86.9,../metadata/mass_ss1_with_channel_eeg_pz_to_shhs1_osa_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_transfer_mass_ss1_eeg_pz_to_shhs1_osa_eeg_c4_a1_condition_transfermodelwith80_predict_20oftargetdataset_TYPE09/TYPE09.npz
mass_ss3_with_channel_eeg_c4_to_shhs1_normal_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_mass_ss3_eeg_c4_to_shhs1_normal_eeg_c4_a1_condition_sourcemodel_predict_20oftargetdataset_TYPE03,TYPE03,20676,66.66183014122655,58.20380161908233,83.0,18.3,63.6,89.2,71.9,80.8,59.8,70.4,26.5,75.0,81.9,28.0,66.8,40.9,73.4,../metadata/mass_ss3_with_channel_eeg_c4_to_shhs1_normal_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_mass_ss3_eeg_c4_to_shhs1_normal_eeg_c4_a1_condition_sourcemodel_predict_20oftargetdataset_TYPE03/TYPE03.npz
mass_ss3_with_channel_eeg_c4_to_shhs1_normal_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_shhs1_normal_eeg_c4_a1_condition_targetmodel80_predict_20oftargetdataset_TYPE06,TYPE06,20676,85.72741342619463,79.07027026290547,94.3,44.0,81.3,90.8,89.8,89.5,55.4,91.4,76.1,81.9,91.8,49.0,86.0,82.8,85.7,../metadata/mass_ss3_with_channel_eeg_c4_to_shhs1_normal_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_shhs1_normal_eeg_c4_a1_condition_targetmodel80_predict_20oftargetdataset_TYPE06/TYPE06.npz
mass_ss3_with_channel_eeg_c4_to_shhs1_normal_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_transfer_mass_ss3_eeg_c4_to_shhs1_normal_eeg_c4_a1_condition_transfermodelwith80_predict_20oftargetdataset_TYPE09,TYPE09,20676,86.95589088798607,79.152109175493,94.6,50.7,85.6,86.2,83.5,91.2,38.8,87.5,86.8,88.5,92.8,43.9,86.5,86.5,85.9,../metadata/mass_ss3_with_channel_eeg_c4_to_shhs1_normal_with_channel_eeg_c4_a1_with_randomseed_4242/predict_output_transfer_mass_ss3_eeg_c4_to_shhs1_normal_eeg_c4_a1_condition_transfermodelwith80_predict_20oftargetdataset_TYPE09/TYPE09.npz
